CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE.DESCRIPTION,INSPECTION.DATE,ACTION,VIOLATION.CODE,VIOLATION.DESCRIPTION,CRITICAL.FLAG,SCORE,GRADE,GRADE.DATE,RECORD.DATE,INSPECTION.TYPE,add,lon,lat,geoAddress
41165588,DUNKIN' DONUTS,MANHATTAN,110,EAST   14 STREET,10003,2124433611,Donuts,7/26/16,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,7/26/16,9/27/17,Cycle Inspection / Initial Inspection,110 EAST   14 STREET,-73.9891322,40.7336754,"university hall, 110 e 14th st, new york, ny 10003, usa"
41343666,LA BERGAMOTE,MANHATTAN,515,WEST   52 STREET,10019,2125862429,French,4/15/16,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,33,,,9/27/17,Cycle Inspection / Initial Inspection,515 WEST   52 STREET,NA,NA,"239 grand st, new york, ny 10002, usa"
40544528,LE GIGOT,MANHATTAN,18,CORNELIA ST,10014,2126273737,French,5/22/14,Violations were cited in the following area(s).,02G,Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.,Critical,29,,,9/27/17,Cycle Inspection / Initial Inspection,18 CORNELIA ST,-74.001914,40.7313345,"18 cornelia st, new york, ny 10014, usa"
50066506,GUACAMOLE TAQUERIA,MANHATTAN,768,AMSTERDAM AVE,10025,6462944060,Other,1/1/00,,,,Not Applicable,NA,,,9/27/17,,768 AMSTERDAM AVE,-73.969911,40.795201,"768 amsterdam ave, new york, ny 10025, usa"
41382108,PEARL STREET DINER,MANHATTAN,212,PEARL STREET,10038,2123446620,American,4/24/14,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,36,,,9/27/17,Cycle Inspection / Re-inspection,212 PEARL STREET,-73.7370895,40.6218167,"212 pearl st, lawrence, ny 11559, usa"
50059202,NICKEL AND DINER,MANHATTAN,199,CENTRE ST,10013,6468706100,American,4/10/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,4/10/17,9/27/17,Pre-permit (Operational) / Re-inspection,199 CENTRE ST,-73.9995309,40.7188895,"199 centre st, new york, ny 10013, usa"
50015128,ALIDORO,MANHATTAN,18,E 39TH ST,10016,6466924330,Italian,10/7/16,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,10/7/16,9/27/17,Cycle Inspection / Initial Inspection,18 E 39TH ST,-73.9813123,40.7509872,"18 e 39th st, new york, ny 10018, usa"
50058951,JAJAJA PLANTAS MEXICANA,MANHATTAN,162,E BROADWAY,10002,6468835453,Vegetarian,5/10/17,No violations were recorded at the time of this inspection.,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,NA,,,9/27/17,Administrative Miscellaneous / Initial Inspection,162 E BROADWAY,NA,NA,"239 grand st, new york, ny 10002, usa"
40365361,THE PRINCETON CLUB,MANHATTAN,15,WEST   43 STREET,10036,2125961272,American,12/18/14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,,,9/27/17,Cycle Inspection / Initial Inspection,15 WEST   43 STREET,-73.9812628,40.7547198,"15 w 43rd st, new york, ny 10036, usa"
50013142,AL'S DELI,MANHATTAN,458,7TH AVE,10123,2125945682,Delicatessen,4/21/16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140í‰Œ_ F.,Critical,21,,,9/27/17,Cycle Inspection / Initial Inspection,458 7TH AVE,-73.990491,40.7516,"458 7th ave, new york, ny 10001, usa"
50056586,MAISON PICKLE,MANHATTAN,2309,BROADWAY,10024,2126712711,American,5/31/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,,,9/27/17,Pre-permit (Operational) / Initial Inspection,2309 BROADWAY,NA,NA,"239 grand st, new york, ny 10002, usa"
50055011,FISH CHEEKS,MANHATTAN,55,BOND ST,10012,9179453797,Thai,9/6/17,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,19,Not Yet Graded,,9/27/17,Cycle Inspection / Initial Inspection,55 BOND ST,-73.9926818,40.7257088,"55 bond st, new york, ny 10012, usa"
50046198,BUTTERCUP BAKE SHOP,MANHATTAN,167,MADISON AVE,10016,8442253369,Bakery,5/16/16,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,9/27/17,Pre-permit (Operational) / Initial Inspection,167 MADISON AVE,-73.9833565,40.7469411,"167 madison ave, new york, ny 10016, usa"
41515855,AVE NIDA,MANHATTAN,25,AVENUE B,10009,6466926216,American,8/27/14,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,NA,,,9/27/17,Smoke-Free Air Act / Re-inspection,25 AVENUE B,-89.093147,30.3816076,"25th ave, gulfport, ms 39501, usa"
50001516,IL SALUMAIO WINE BAR,MANHATTAN,1731,2ND AVE,10128,6468526876,Italian,10/17/16,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,B,10/17/16,9/27/17,Cycle Inspection / Re-inspection,1731 2ND AVE,-73.9504161,40.7802133,"1731 2nd ave, new york, ny 10128, usa"
50011159,FRAICHE MAXX,MANHATTAN,213,PARK AVE S,10003,2125108551,American,8/2/16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140í‰Œ_ F.,Critical,30,,,9/27/17,Cycle Inspection / Initial Inspection,213 PARK AVE S,-93.2584338,44.977371,"213 park ave, minneapolis, mn 55415, usa"
50002514,SHAKE SHACK,MANHATTAN,49,GRAND CENTRAL TERMINAL,10017,6465175805,American,6/26/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,,,9/27/17,Cycle Inspection / Compliance Inspection,49 GRAND CENTRAL TERMINAL,-73.9771362,40.7526349,"49 e 42nd st, new york, ny 10017, usa"
50061199,VIVI BUBBLE TEA,MANHATTAN,325,BROADWAY,10007,2129620033,Cafí€Œ©/Coffee/Tea,9/8/17,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,27,Not Yet Graded,,9/27/17,Cycle Inspection / Initial Inspection,325 BROADWAY,-74.0050501,40.7161502,"325 broadway, new york, ny 10007, usa"
41430594,1 STOP PATTY SHOP,MANHATTAN,1708,AMSTERDAM AVENUE,10031,2124917466,Bakery,12/16/15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,,,9/27/17,Cycle Inspection / Initial Inspection,1708 AMSTERDAM AVENUE,-73.9480179,40.8249794,"1708 amsterdam ave, new york, ny 10031, usa"
50010310,HANABI,MANHATTAN,1450,2ND AVE,10021,2125701888,Japanese,1/27/16,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,20,B,1/27/16,9/27/17,Cycle Inspection / Re-inspection,1450 2ND AVE,-73.9564385,40.7711,"1450 2nd ave, new york, ny 10021, usa"
40382367,SIDEWALK BAR & RESTAURANT,MANHATTAN,94,AVENUE A,10009,2124737373,American,1/31/17,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12,A,1/31/17,9/27/17,Cycle Inspection / Re-inspection,94 AVENUE A,-82.7153166,27.8574103,"94th ave, pinellas park, fl 33782, usa"
41687192,GUY'S AMERICAN KITCHEN & BAR,MANHATTAN,220,WEST   44 STREET,10036,6465324897,American,5/6/15,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,NA,,,9/27/17,Administrative Miscellaneous / Initial Inspection,220 WEST   44 STREET,NA,NA,"239 grand st, new york, ny 10002, usa"
50003500,LUI'S THAI FOOD,MANHATTAN,128,E 4TH ST,10003,6466699310,Thai,4/14/16,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,NA,,,9/27/17,Trans Fat / Initial Inspection,128 E 4TH ST,-118.2465229,34.0474347,"128 e 4th st, los angeles, ca 90013, usa"
50053193,JIMBO'S HAMBURGER,MANHATTAN,2048,AMSTERDAM AVE,10032,2129237300,American,4/20/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,25,,,9/27/17,Cycle Inspection / Initial Inspection,2048 AMSTERDAM AVE,-73.9402489,40.8358318,"2048 amsterdam ave, new york, ny 10032, usa"
50001531,HANE SUSHI,MANHATTAN,346,1ST AVENUE,10009,2125989889,Japanese,9/21/15,Violations were cited in the following area(s).,02G,Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.,Critical,33,,,9/27/17,Cycle Inspection / Initial Inspection,346 1ST AVENUE,NA,NA,"239 grand st, new york, ny 10002, usa"
50048637,ZABB CITY,MANHATTAN,244,E 13TH ST,10003,2125298770,Thai,2/24/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,2/24/17,9/27/17,Cycle Inspection / Initial Inspection,244 E 13TH ST,NA,NA,"239 grand st, new york, ny 10002, usa"
41355668,YEE LI RESTAURANT,MANHATTAN,3-Jan,ELIZABETH STREET,10013,2122193686,Chinese,9/16/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,40,,,9/27/17,Cycle Inspection / Initial Inspection,1-3 ELIZABETH STREET,-79.932372,32.788043,"3 elizabeth st, charleston, sc 29403, usa"
40590352,SOUTH'S,MANHATTAN,273,CHURCH STREET,10013,2122190640,American,8/19/14,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,8/19/14,9/27/17,Cycle Inspection / Initial Inspection,273 CHURCH STREET,-72.6858877,41.2935022,"273 church st, guilford, ct 06437, usa"
40920992,GATSBY'S,MANHATTAN,53,SPRING STREET,10012,2123344430,American,7/1/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,9/27/17,Cycle Inspection / Initial Inspection,53 SPRING STREET,-71.2446083,42.4313653,"53 spring st, lexington, ma 02421, usa"
41229416,GARRETT POPCORN SHOPS,MANHATTAN,242,WEST   34 STREET,10001,2122900044,American,3/28/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,3/28/15,9/27/17,Cycle Inspection / Re-inspection,242 WEST   34 STREET,-73.9912819,40.750925,"242 w 34th st, new york, ny 10119, usa"
41164822,35 DUET,MANHATTAN,5355,WEST   35 STREET,10001,6464730826,Japanese,6/6/16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,6/6/16,9/27/17,Cycle Inspection / Initial Inspection,5355 WEST   35 STREET,NA,NA,"239 grand st, new york, ny 10002, usa"
50033575,JACQUES TORRES ICE CREAM,MANHATTAN,89,E 42 ST,10017,2129837353,"Ice Cream, Gelato, Yogurt, Ices",6/2/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,,,9/27/17,Cycle Inspection / Initial Inspection,89 E 42 ST,NA,NA,"239 grand st, new york, ny 10002, usa"
40715360,STARBUCKS,MANHATTAN,100,WILLIAM STREET,10038,2125099709,Cafí€Œ©/Coffee/Tea,5/6/14,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,,9/27/17,Cycle Inspection / Initial Inspection,100 WILLIAM STREET,-77.4587047,38.303826,"100 william st, fredericksburg, va 22401, usa"
50018098,EDEN WOK,MANHATTAN,43,E 34TH ST,10016,2127258100,Jewish/Kosher,7/25/16,Violations were cited in the following area(s).,02G,Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.,Critical,21,B,7/25/16,9/27/17,Cycle Inspection / Re-inspection,43 E 34TH ST,NA,NA,"239 grand st, new york, ny 10002, usa"
41499185,BURGER & BARREL,MANHATTAN,25,WEST HOUSTON STREET,10012,2123347320,American,1/3/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,1/3/17,9/27/17,Cycle Inspection / Re-inspection,25 WEST HOUSTON STREET,NA,NA,"239 grand st, new york, ny 10002, usa"
41696743,CAFE SFA,MANHATTAN,611,5 AVENUE,10022,2129404080,American,2/8/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,2/8/16,9/27/17,Cycle Inspection / Re-inspection,611 5 AVENUE,-73.9769387,40.7580145,"611 5th ave, new york, ny 10022, usa"
50004713,BEETLE HOUSE,MANHATTAN,308,E 6TH ST,10003,2124772400,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/29/16,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,7,A,9/29/16,9/27/17,Cycle Inspection / Initial Inspection,308 E 6TH ST,-97.7398547,30.2675248,"308 e 6th st, austin, tx 78701, usa"
41591834,NGAM,MANHATTAN,99,3 AVENUE,10003,2127778424,Thai,12/21/16,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,13,A,12/21/16,9/27/17,Cycle Inspection / Re-inspection,99 3 AVENUE,-73.987572,40.732268,"99 3rd ave, new york, ny 10003, usa"
41105644,CAKE SHOP,MANHATTAN,152,LUDLOW STREET,10002,2122530036,Cafí€Œ©/Coffee/Tea,9/23/14,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,9/23/14,9/27/17,Cycle Inspection / Re-inspection,152 LUDLOW STREET,-73.9877525,40.7208185,"152 ludlow st, new york, ny 10002, usa"
40746574,BAR COASTAL,MANHATTAN,1495,1 AVENUE,10075,2122886635,American,5/15/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19,,,9/27/17,Cycle Inspection / Initial Inspection,1495 1 AVENUE,NA,NA,NA
40721083,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,MANHATTAN,121,WEST  125 STREET,10027,2126637451,Caribbean,11/14/14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,C,11/14/14,9/27/17,Cycle Inspection / Re-inspection,121 WEST  125 STREET,-73.9465567,40.8085797,"121 w 125th st, new york, ny 10027, usa"
41169084,THINK COFFEE,MANHATTAN,248,MERCER STREET,10012,2122287093,Cafí€Œ©/Coffee/Tea,12/28/16,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,,9/27/17,Cycle Inspection / Initial Inspection,248 MERCER STREET,-73.9952862,40.7283378,"248 mercer st, new york, ny 10012, usa"
41293746,GRAMERCY STAR CAFE,MANHATTAN,23,LEXINGTON AVENUE,10010,2125053663,American,11/1/16,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,NA,,,9/27/17,Administrative Miscellaneous / Initial Inspection,23 LEXINGTON AVENUE,NA,NA,"239 grand st, new york, ny 10002, usa"
50005320,NEW 888 CHINA EXPRESS,MANHATTAN,88,E. BROADWAY,10002,2124313555,Chinese,9/12/17,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,43,,,9/27/17,Cycle Inspection / Initial Inspection,88 E. BROADWAY,NA,NA,"239 grand st, new york, ny 10002, usa"
50035902,NEW FA SHING CHINESE RESTAURANT,MANHATTAN,2107,3RD AVE,10029,2124230760,Chinese,6/2/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30,,,9/27/17,Pre-permit (Operational) / Initial Inspection,2107 3RD AVE,-105.1286958,40.1668302,"2107 3rd ave, longmont, co 80501, usa"
50016760,BUTTERCUP BAKE SHOP,MANHATTAN,973,2ND AVE,10022,2123504144,Bakery,1/26/15,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,5,A,1/26/15,9/27/17,Pre-permit (Operational) / Re-inspection,973 2ND AVE,-73.9680621,40.7559405,"973 2nd ave, new york, ny 10022, usa"
41684926,THE ORGANIC GRILL,MANHATTAN,123,1 AVENUE,10003,2124777177,Vegetarian,11/24/15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140í‰Œ_ F.,Critical,13,A,11/24/15,9/27/17,Cycle Inspection / Re-inspection,123 1 AVENUE,-73.9857779,40.7273662,"123 1st avenue, new york, ny 10003, usa"
50005983,SUSHI SEKI,MANHATTAN,208,W 23RD ST,10011,2122555988,Japanese,4/22/15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23,,,9/27/17,Cycle Inspection / Initial Inspection,208 W 23RD ST,NA,NA,"239 grand st, new york, ny 10002, usa"
41468947,DUNKIN' DONUTS,MANHATTAN,730,COLUMBUS AVENUE,10025,2122803396,Donuts,4/25/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,4/25/16,9/27/17,Cycle Inspection / Initial Inspection,730 COLUMBUS AVENUE,NA,NA,"239 grand st, new york, ny 10002, usa"
41225181,STARBUCKS,MANHATTAN,345,HUDSON STREET,10014,6464860487,Cafí€Œ©/Coffee/Tea,1/6/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,1/6/16,9/27/17,Cycle Inspection / Initial Inspection,345 HUDSON STREET,-74.007695,40.727752,"345 hudson st, new york, ny 10014, usa"
41695882,MEZETTO,MANHATTAN,205,ALLEN STREET,10002,2129334587,Mediterranean,8/25/15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,8/25/15,9/27/17,Cycle Inspection / Re-inspection,205 ALLEN STREET,-73.9890752,40.7227488,"205 allen st, new york, ny 10002, usa"
50001225,THE FLYING COCK PUB,MANHATTAN,497,3RD AVE,10016,2126896900,Irish,2/26/15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,2/26/15,9/27/17,Cycle Inspection / Initial Inspection,497 3RD AVE,NA,NA,"239 grand st, new york, ny 10002, usa"
50008661,AGAVE MEXICAN & AMERICAN GRILL,MANHATTAN,398,W 145TH ST,10031,2129262200,Mexican,4/2/14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,,,9/27/17,Pre-permit (Non-operational) / Initial Inspection,398 W 145TH ST,-73.9451446,40.8240196,"398 w 145th st, new york, ny 10031, usa"
41497700,KUMO SUSHI,MANHATTAN,214,1 AVENUE,10009,2125333030,Japanese,10/1/14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,10/1/14,9/27/17,Cycle Inspection / Re-inspection,214 1 AVENUE,-73.982879,40.730414,"214 1st avenue, new york, ny 10009, usa"
50035430,MAHARAJA PALACE,MANHATTAN,2113,FREDERICK DOUGLASS BLVD,10026,2122228934,Indian,5/26/15,Violations were cited in the following area(s).,02G,Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.,Critical,50,,,9/27/17,Pre-permit (Operational) / Initial Inspection,2113 FREDERICK DOUGLASS BLVD,-73.9565002,40.8034199,"2113 frederick douglass blvd, new york, ny 10026, usa"
41704194,THE BREAD FACTORY,MANHATTAN,935,8 AVENUE,10019,2125862221,American,5/26/15,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,38,,,9/27/17,Cycle Inspection / Re-inspection,935 8 AVENUE,-73.983928,40.7657594,"935 8th ave, new york, ny 10019, usa"
41307485,THE WATERING HOLE,MANHATTAN,106,EAST   19 STREET,10003,2126745783,American,12/8/15,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,,,9/27/17,Cycle Inspection / Initial Inspection,106 EAST   19 STREET,-73.9874679,40.737194,"106 e 19th st, new york, ny 10003, usa"
41266591,MCGARRY'S,MANHATTAN,417,9 AVENUE,10001,2128102115,American,4/1/15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,4/1/15,9/27/17,Cycle Inspection / Re-inspection,417 9 AVENUE,NA,NA,"239 grand st, new york, ny 10002, usa"
50015724,HYATT HERALD SQUARE,MANHATTAN,30,W 31ST ST,10001,2123301234,American,1/20/15,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,21,,,9/27/17,Cycle Inspection / Initial Inspection,30 W 31ST ST,-73.9877176,40.7469246,"30 w 31st st, new york, ny 10001, usa"
50011555,SKINNYPIZZA,MANHATTAN,225,LIBERTY ST,10281,7187786392,Pizza/Italian,4/10/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,4/10/15,9/27/17,Cycle Inspection / Re-inspection,225 LIBERTY ST,-74.015278,40.7125,"225 liberty street, new york, ny 10080, usa"
41648141,NEW ASIA,MANHATTAN,666,AMSTERDAM AVENUE,10025,6466783689,Chinese,12/19/16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140í‰Œ_ F.,Critical,18,,,9/27/17,Cycle Inspection / Initial Inspection,666 AMSTERDAM AVENUE,-73.9722184,40.7919003,"666 amsterdam ave, new york, ny 10025, usa"
41639970,VIVI BUBBLE TEA,MANHATTAN,170,WEST   23 STREET,10011,9173611798,Chinese,4/27/16,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,35,,,9/27/17,Cycle Inspection / Initial Inspection,170 WEST   23 STREET,-85.6623533,30.1896396,"170 w 23rd st, panama city, fl 32405, usa"
41572565,LUKE'S LOBSTER,MANHATTAN,26,SOUTH WILLIAM STREET,10004,2127471700,Seafood,1/29/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,,,9/27/17,Cycle Inspection / Initial Inspection,26 SOUTH WILLIAM STREET,-87.928514,42.0647044,"26 s william st, mt prospect, il 60056, usa"
40574346,HALE & HEARTY SOUP,MANHATTAN,75,9 AVENUE,10011,2122552400,Soups & Sandwiches,1/12/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,,,9/27/17,Cycle Inspection / Initial Inspection,75 9 AVENUE,-74.0060838,40.7425548,"75 9th ave, new york, ny 10011, usa"
50045953,EAST VILLAGE THIA RESTAURANT,MANHATTAN,32,E 7TH ST,10003,2126734610,Thai,3/29/16,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,30,,,9/27/17,Pre-permit (Operational) / Initial Inspection,32 E 7TH ST,-73.9748917,40.6517652,"32 e 7th st, brooklyn, ny 11218, usa"
41139612,BLOSSOM,MANHATTAN,187,9 AVENUE,10011,2126271144,American,6/26/15,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12,,,9/27/17,Cycle Inspection / Compliance Inspection,187 9 AVENUE,-74.002359,40.7455179,"187 9th ave, new york, ny 10011, usa"
50019084,GINA MEXICANA,MANHATTAN,1288,MADISON AVE,10128,2123482800,Mexican,8/7/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,,,9/27/17,Cycle Inspection / Initial Inspection,1288 MADISON AVE,-73.9563797,40.7845399,"1288 madison ave, new york, ny 10128, usa"
41547897,EDO SUSHI TERIYAKI NOODLE,MANHATTAN,9,EAST   17 STREET,10003,2129892938,Japanese,7/15/15,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140í‰Œ_ F to 70í‰Œ_ F or less within 2 hours, and from 70í‰Œ_ F to 41í‰Œ_ F or less within 4 additional hours.",Critical,26,,,9/27/17,Cycle Inspection / Initial Inspection,9 EAST   17 STREET,-73.9640049,40.6508016,"9 e 17th st, brooklyn, ny 11226, usa"
